Date,x(m/s^2),y(m/s^2),z(m/s^2)
2014-03-09 15:36:13.825,1.5965939,6.143024,7.475595
2014-03-09 15:36:13.845,1.5501382,6.2502046,7.396107
2014-03-09 15:36:13.868,1.4799109,6.386764,7.293113
2014-03-09 15:36:13.884,1.4162866,6.452495,7.2477465
2014-03-09 15:36:13.905,1.3670805,6.475197,7.236939
2014-03-09 15:36:13.926,1.3394969,6.5086203,7.2120733
2014-03-09 15:36:13.945,1.320321,6.549284,7.1787205
2014-03-09 15:36:13.971,1.2728581,6.5774527,7.161518
2014-03-09 15:36:13.988,1.1888235,6.5613484,7.190675
2014-03-09 15:36:14.008,1.1068548,6.53693,7.225913
2014-03-09 15:36:14.027,1.0477844,6.5515065,7.221518
2014-03-09 15:36:14.048,0.9954002,6.59426,7.1899457
2014-03-09 15:36:14.068,0.93890643,6.632137,7.162653
2014-03-09 15:36:14.089,0.87007284,6.6450763,7.159353
2014-03-09 15:36:14.106,0.8031673,6.630196,7.1809335
2014-03-09 15:36:14.155,0.7763728,6.58311,7.227052
2014-03-09 15:36:14.166,0.78318715,6.57823,7.230761
2014-03-09 15:36:14.181,0.7950299,6.6274953,7.1843324
2014-03-09 15:36:14.199,0.7851228,6.697722,7.120005
2014-03-09 15:36:14.217,0.77000266,6.769943,7.0530386
2014-03-09 15:36:14.237,0.7650576,6.8301415,6.9953017
2014-03-09 15:36:14.264,0.7789093,6.8282404,6.9956284
2014-03-09 15:36:14.288,0.79392743,6.8372097,6.9851713
2014-03-09 15:36:14.308,0.7896087,6.87903,6.9444838
2014-03-09 15:36:14.326,0.7841031,6.936651,6.8875575
2014-03-09 15:36:14.335,0.7470146,6.9523993,6.8757896
2014-03-09 15:36:14.356,0.7028844,6.931663,6.9013333
2014-03-09 15:36:14.374,0.6837261,6.8880534,6.9467716
2014-03-09 15:36:14.396,0.7207564,6.882422,6.94861
2014-03-09 15:36:14.419,0.7556477,6.8447466,6.9820356
2014-03-09 15:36:14.437,0.70953506,6.713958,7.112644
2014-03-09 15:36:14.455,0.8228762,6.5027304,7.294365
2014-03-09 15:36:14.477,0.8060946,6.438864,7.3526616
2014-03-09 15:36:14.496,1.3347908,6.452388,7.2632914
2014-03-09 15:36:14.517,1.6183933,6.362437,7.284955
2014-03-09 15:36:14.535,1.6610079,6.238309,7.3820696
2014-03-09 15:36:14.557,2.170519,5.6611123,7.7078557
2014-03-09 15:36:14.578,2.8290765,4.9658356,7.9691415
2014-03-09 15:36:14.595,3.1570907,4.42691,8.161228
2014-03-09 15:36:14.615,2.1669493,4.5193043,8.42915
2014-03-09 15:36:14.637,1.7700099,4.0824833,8.739039
2014-03-09 15:36:14.657,1.8398572,2.9051547,9.183976
2014-03-09 15:36:14.675,1.4677781,2.8129504,9.279187
2014-03-09 15:36:14.695,1.179422,3.1441374,9.213781
2014-03-09 15:36:14.721,0.656,2.883762,9.35008
2014-03-09 15:36:14.739,0.29728907,2.7154958,9.418497
2014-03-09 15:36:14.757,0.20528877,2.9299877,9.356464
2014-03-09 15:36:14.780,0.29238033,3.6627452,9.092261
2014-03-09 15:36:14.799,0.32829335,4.3656,8.775199
2014-03-09 15:36:14.819,0.34470117,4.7870383,8.5519495
2014-03-09 15:36:14.836,0.4480521,4.7389197,8.57393
2014-03-09 15:36:14.859,0.7684758,4.4994183,8.679578
2014-03-09 15:36:14.879,1.0323269,4.277923,8.763792
2014-03-09 15:36:14.899,1.136924,4.4901605,8.643855
2014-03-09 15:36:14.918,1.2078071,4.934269,8.38836
2014-03-09 15:36:14.935,1.3790731,4.8590875,8.405819
2014-03-09 15:36:14.956,1.5812362,4.71428,8.452552
2014-03-09 15:36:14.992,1.6663058,4.7468905,8.417888
2014-03-09 15:36:15.001,1.6732696,4.9542766,8.296124
2014-03-09 15:36:15.015,1.6118115,5.1303873,8.200706
2014-03-09 15:36:15.035,1.6127238,5.0736,8.235781
2014-03-09 15:36:15.054,1.658684,4.8853664,8.339805
2014-03-09 15:36:15.075,1.6940414,4.7894645,8.388186
2014-03-09 15:36:15.096,1.6447984,4.934974,8.313306
2014-03-09 15:36:15.121,1.5691102,4.954209,8.316495
2014-03-09 15:36:15.149,1.5397067,4.6572013,8.491771
2014-03-09 15:36:15.169,1.4929684,4.359326,8.656657
2014-03-09 15:36:15.187,1.3507141,4.3923144,8.663345
2014-03-09 15:36:15.210,1.2655562,4.2283893,8.757253
2014-03-09 15:36:15.230,1.2401878,3.5786529,9.04575
2014-03-09 15:36:15.245,1.2143768,3.238871,9.17635
2014-03-09 15:36:15.264,1.1854328,3.3195837,9.1512575
2014-03-09 15:36:15.285,1.2188847,3.1442847,9.208594
2014-03-09 15:36:15.305,1.2572662,2.9364517,9.271834
2014-03-09 15:36:15.333,1.2840174,2.8880205,9.283373
2014-03-09 15:36:15.348,1.3065178,2.8564394,9.290004
2014-03-09 15:36:15.380,1.4018888,3.0419743,9.216913
2014-03-09 15:36:15.384,1.6308802,3.209277,9.122015
2014-03-09 15:36:15.404,2.0483904,3.3983936,8.968022
2014-03-09 15:36:15.479,2.8178062,3.5979962,8.676681
2014-03-09 15:36:15.530,3.8266332,3.5041041,8.32157
2014-03-09 15:36:15.556,4.3010807,3.4542565,8.107971
2014-03-09 15:36:15.611,4.121069,3.3985126,8.224189
2014-03-09 15:36:15.618,4.2525353,3.2890813,8.201725
2014-03-09 15:36:15.629,4.56761,3.160579,8.08196
2014-03-09 15:36:15.634,5.955634,3.000145,7.1902676
2014-03-09 15:36:15.638,6.741214,2.8221385,6.539263
2014-03-09 15:36:15.674,7.0217376,2.5480783,6.3539677
2014-03-09 15:36:15.688,7.118766,2.2107136,6.3723083
2014-03-09 15:36:15.693,7.1178646,1.87601,6.4797373
2014-03-09 15:36:15.699,6.9584045,1.7212156,6.6924133
2014-03-09 15:36:15.711,6.270929,2.1778014,7.2182436
2014-03-09 15:36:15.717,5.3955216,2.6886241,7.7349877
2014-03-09 15:36:15.722,4.720015,3.8051922,7.707942
2014-03-09 15:36:15.727,4.2592244,4.924372,7.3334823
2014-03-09 15:36:15.746,4.1498795,6.7152095,5.8184934
2014-03-09 15:36:15.765,4.101355,8.58189,2.3875568
2014-03-09 15:36:15.784,4.321369,8.727635,-1.1508859
2014-03-09 15:36:15.804,4.138121,8.713409,1.7671511
2014-03-09 15:36:15.825,5.4572506,8.120593,-0.66688484
2014-03-09 15:36:15.845,6.6751003,7.138757,-0.80720466
2014-03-09 15:36:15.864,6.6447034,6.6370573,-2.8227227
2014-03-09 15:36:15.887,5.953266,6.115689,-4.8298435
2014-03-09 15:36:15.905,7.499316,4.90602,-3.9826632
2014-03-09 15:36:15.924,8.364565,3.830328,-3.3960328
2014-03-09 15:36:15.945,9.085385,2.3624134,-2.8363988
